,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,income_encoded
8480,40,Private,356934,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,1
10410,28,Self-emp-not-inc,211032,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,0
13232,48,Private,115784,9th,5,Married,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K,0
36456,25,Private,106552,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,0
24215,58,Federal-gov,319733,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K,0
24541,50,Private,94885,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,1
7040,56,Private,444089,11th,7,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
16233,37,Self-emp-not-inc,184655,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K,0
13358,38,Private,254114,Some-college,10,Married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K,0
33642,28,Private,132326,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,0
48180,29,Private,167610,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,0
19631,34,Private,150324,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
12705,40,Self-emp-not-inc,188436,HS-grad,9,Separated,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K,0
18508,43,Private,160943,HS-grad,9,Married,Other-service,Husband,Black,Male,0,0,40,United-States,>50K,1
19951,26,Private,276309,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,20,United-States,<=50K,0
15347,32,Private,348152,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
27392,43,Private,218309,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,0
3522,45,Self-emp-not-inc,204205,10th,6,Married,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K,0
12091,20,Private,216563,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,0
4110,25,Private,186294,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K,0
43152,38,Local-gov,230054,Some-college,10,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0
33547,38,Local-gov,273457,Some-college,10,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1
24330,45,Self-emp-not-inc,160724,Bachelors,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,China,>50K,1
3320,46,Private,180695,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0
16380,34,Private,118584,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
13852,40,Private,184655,Assoc-acdm,12,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,<=50K,0
35501,24,Private,113631,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
43483,48,State-gov,104353,HS-grad,9,Married,Craft-repair,Wife,Black,Female,0,0,40,United-States,>50K,1
33912,36,Private,192939,HS-grad,9,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0
1882,44,Self-emp-not-inc,246862,HS-grad,9,Married,Prof-specialty,Wife,White,Female,0,0,40,Italy,>50K,1
29729,40,Private,115331,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K,0
5042,25,Private,371987,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
39475,55,Private,174353,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K,0
33067,18,Private,170183,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K,0
2995,39,Local-gov,167864,11th,7,Married,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K,0
46603,40,Private,226027,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K,0
6851,36,Private,178487,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K,0
26134,48,Private,67725,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0
23056,50,Federal-gov,306707,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,12,United-States,<=50K,0
4468,24,Private,275421,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,0
12648,38,Private,223433,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
11057,33,Private,150154,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
47740,44,Self-emp-not-inc,136986,Some-college,10,Married,Sales,Husband,White,Male,0,0,25,United-States,<=50K,0
26750,20,Private,323009,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Germany,<=50K,0
45933,27,Private,50316,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
34024,74,Private,68326,Assoc-voc,11,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
41322,51,Private,40230,HS-grad,9,Married,Exec-managerial,Wife,White,Female,0,0,60,United-States,<=50K,0
7449,26,Private,263200,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,0
39650,24,Private,214810,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,0
26827,37,Private,37778,Assoc-voc,11,Married,Sales,Husband,White,Male,0,0,54,United-States,<=50K,0
22059,29,Private,26451,HS-grad,9,Married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0
17930,53,State-gov,227392,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K,0
8377,43,Private,163847,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,1
35681,28,Private,566066,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States,<=50K,0
21579,28,Private,270887,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,<=50K,0
16712,60,Private,297261,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K,0
34057,32,Federal-gov,113838,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
22814,21,Private,202871,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K,0
1647,30,Private,39054,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
7228,18,Private,260801,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,0
14062,25,Private,212311,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
44520,47,Private,114882,Assoc-voc,11,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
14338,20,Private,50397,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,<=50K,0
45732,58,Private,111209,HS-grad,9,Married,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K,0
4100,34,Private,94235,Bachelors,13,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,0
30374,42,State-gov,121265,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
2919,40,Private,146659,HS-grad,9,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K,1
17691,42,Private,137698,5th-6th,3,Married,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico,<=50K,0
25212,52,Federal-gov,207841,Some-college,10,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0
25494,23,Private,412248,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,0
15888,41,Private,155657,11th,7,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,40,United-States,<=50K,0
14961,35,Private,308489,Bachelors,13,Married,Sales,Husband,Black,Male,0,0,50,United-States,<=50K,0
41913,40,Private,356934,Prof-school,15,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
3927,53,Private,201127,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,1
1965,29,Private,452205,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K,0
34715,59,Private,169611,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0
35229,45,Private,117849,11th,7,Married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K,0
35248,28,State-gov,90872,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0
17674,36,State-gov,437890,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,90,United-States,<=50K,0
3264,36,Self-emp-inc,164866,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
18228,64,Private,126233,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K,0
1376,44,Self-emp-not-inc,230684,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K,0
27577,42,Private,510072,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
42143,28,Private,79702,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,United-States,<=50K,0
8743,37,State-gov,210452,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K,0
32038,52,Private,294991,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
45529,55,Private,323639,Some-college,10,Married,Transport-moving,Husband,White,Male,0,0,74,United-States,>50K,1
34003,37,Private,114591,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,1
46193,54,Private,182855,7th-8th,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
47513,42,Private,139012,Assoc-voc,11,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,>50K,1
30253,43,Private,214781,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0
30314,59,Self-emp-inc,349910,Assoc-acdm,12,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
33701,50,Private,115284,Masters,14,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
12423,26,Self-emp-inc,246025,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,20,Honduras,<=50K,0
6443,21,Private,133471,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0
17300,41,State-gov,88913,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,36,United-States,<=50K,0
1622,37,Private,70240,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,0
42004,68,Self-emp-not-inc,35468,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,24,United-States,<=50K,0
9359,43,Private,184105,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,0
28853,51,State-gov,213296,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
43040,25,Private,192449,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
9756,36,Private,732569,9th,5,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
40515,22,Self-emp-not-inc,26248,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,50,United-States,<=50K,0
18917,47,Private,128796,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
1650,19,Private,323421,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,0
14364,23,Private,175266,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
46336,34,Private,123429,Some-college,10,Married,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K,0
47592,47,State-gov,210557,HS-grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0
14110,57,Private,214619,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
37472,19,Private,1047822,11th,7,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K,0
44383,47,Private,165229,12th,8,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0
17377,51,Self-emp-not-inc,205100,Masters,14,Married,Prof-specialty,Wife,White,Female,0,0,30,United-States,>50K,1
13244,33,Private,162312,HS-grad,9,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Japan,<=50K,0
4988,43,Self-emp-inc,135342,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
5543,44,Private,296728,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
39554,25,Private,80220,12th,8,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
41701,23,Federal-gov,482096,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,<=50K,0
22630,50,Self-emp-not-inc,197054,Prof-school,15,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,1
38897,65,Private,266828,Bachelors,13,Married,Sales,Husband,White,Male,0,0,24,United-States,>50K,1
35137,44,Self-emp-inc,277788,11th,7,Married,Sales,Husband,White,Male,0,0,60,Portugal,>50K,1
7415,23,Private,162282,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States,<=50K,0
1415,28,State-gov,73211,Some-college,10,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K,0
12670,77,Private,253642,7th-8th,4,Married,Machine-op-inspct,Husband,Other,Male,0,0,30,United-States,<=50K,0
8520,32,Private,340917,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
14902,33,Private,23871,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K,0
45565,20,Private,305781,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
34581,60,Private,194980,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,<=50K,0
21509,37,Private,34378,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
35799,29,Self-emp-not-inc,394356,HS-grad,9,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0
1078,49,Private,31339,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
7289,28,Local-gov,125159,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,Haiti,<=50K,0
47686,45,Federal-gov,109209,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K,0
28848,35,Private,289106,Assoc-acdm,12,Separated,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K,0
4036,24,Private,199444,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,15,United-States,<=50K,0
9318,37,Private,160120,Masters,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,40,South,<=50K,0
8751,27,Self-emp-not-inc,442612,HS-grad,9,Married,Sales,Husband,White,Male,0,0,65,United-States,>50K,1
47811,38,Private,46706,Masters,14,Married,Tech-support,Husband,White,Male,0,0,20,United-States,<=50K,0
25942,38,Private,299810,HS-grad,9,Married,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,0
32444,51,Private,101432,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
45584,40,Private,271665,Some-college,10,Married,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,0
11609,41,Local-gov,129060,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
41147,23,Private,183772,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,White,Female,0,0,70,United-States,<=50K,0
19971,27,Private,144133,Bachelors,13,Married,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K,0
5902,30,Self-emp-not-inc,243665,HS-grad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0
25690,34,Private,293900,11th,7,Married,Craft-repair,Not-in-family,Black,Male,0,0,55,United-States,<=50K,0
10607,25,Private,204219,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,<=50K,0
21526,37,Private,236328,10th,6,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,0
28183,32,Private,299635,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,50,Germany,<=50K,0
30134,43,Self-emp-not-inc,144928,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K,0
45752,33,Private,236304,Bachelors,13,Married,Exec-managerial,Husband,Black,Male,0,0,60,United-States,>50K,1
22402,53,State-gov,231472,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
225,18,Private,243313,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,0
27529,31,Private,111883,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,0
2287,46,Local-gov,216214,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K,1
16555,48,Self-emp-not-inc,177783,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
48496,24,Private,56121,5th-6th,3,Married,Farming-fishing,Husband,White,Male,0,0,60,Mexico,<=50K,0
8895,32,Private,103608,Bachelors,13,Married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0
22099,33,State-gov,243678,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
3515,62,Self-emp-not-inc,192236,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,1
4149,21,Private,237651,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,0
16711,18,Private,151866,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,0
17245,52,Private,217663,HS-grad,9,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K,1
23369,28,Private,249870,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K,0
31996,40,Self-emp-not-inc,170866,Assoc-acdm,12,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,1
18027,64,Private,143110,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
27069,27,State-gov,192355,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
7751,69,Self-emp-not-inc,107548,9th,5,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0
4529,43,Private,193494,10th,6,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0
25127,28,Private,142712,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0
7204,33,Private,345360,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
8304,40,Private,117860,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0
44498,42,Private,297266,Some-college,10,Married,Sales,Husband,White,Male,0,0,90,United-States,>50K,1
5840,22,Private,203894,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Female,0,0,24,United-States,<=50K,0
37863,52,Local-gov,266433,Some-college,10,Widowed,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,0
26832,51,Private,205884,Some-college,10,Married,Tech-support,Wife,White,Female,0,0,40,United-States,>50K,1
21396,35,Self-emp-not-inc,108198,HS-grad,9,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,15,United-States,<=50K,0
17089,21,Private,155818,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,0
19485,46,Federal-gov,46537,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
38617,21,Private,449101,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
9568,73,State-gov,74040,7th-8th,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,0
45777,56,Private,50490,HS-grad,9,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K,1
7358,29,Private,116613,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Portugal,<=50K,0
8654,30,Private,103596,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,99,United-States,<=50K,0
31020,56,Private,157639,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0
42512,64,State-gov,33342,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
41499,70,Local-gov,127463,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
24805,26,Self-emp-inc,266639,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
20569,26,Private,222539,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
27040,42,Private,29393,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
42567,63,Private,156127,Some-college,10,Married,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K,0
42619,38,Private,187847,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
33495,54,Private,226497,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
12460,32,Private,180799,Some-college,10,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,1
3696,23,Private,407684,9th,5,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K,0
15762,36,Local-gov,130620,HS-grad,9,Married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,China,>50K,1
8292,57,Private,220871,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
28742,41,Private,118721,12th,8,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0
15967,24,Private,22201,HS-grad,9,Married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K,0
44320,37,Private,216149,11th,7,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0
1546,17,Private,163494,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K,0
23691,41,Private,325786,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
36265,43,Private,72338,Masters,14,Married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,1
1077,22,Private,191342,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,50,Taiwan,<=50K,0
34759,68,Self-emp-not-inc,191517,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
40983,19,Local-gov,268722,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,20,United-States,<=50K,0
38496,21,Private,135267,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K,0
36139,26,Private,37898,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,<=50K,0
4056,27,Private,35032,Some-college,10,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,1
13157,44,Private,42476,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,30,United-States,<=50K,0
22271,56,Self-emp-not-inc,66356,Some-college,10,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,0
32148,31,Private,226443,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0
2889,36,Private,248010,HS-grad,9,Married,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,0
38447,48,Self-emp-inc,341762,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
16675,40,Private,223548,HS-grad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,Mexico,<=50K,0
10208,42,Private,186376,Bachelors,13,Married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,72,Philippines,>50K,1
11295,24,Private,420779,HS-grad,9,Married,Farming-fishing,Husband,Black,Male,0,0,35,United-States,<=50K,0
43839,26,Private,194813,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
48298,41,Private,44121,Some-college,10,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,0
39176,56,Private,94156,HS-grad,9,Married,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K,0
20311,38,Self-emp-not-inc,282461,7th-8th,4,Married,Sales,Husband,White,Male,0,0,35,United-States,>50K,1
26044,42,Private,177989,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
5852,23,Private,224954,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,<=50K,0
32818,39,Private,281768,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0
31199,28,Self-emp-inc,37088,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
16951,42,Private,175935,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
41384,20,Private,60639,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
32421,31,Private,298995,HS-grad,9,Married,Other-service,Wife,Black,Female,0,0,35,United-States,<=50K,0
30150,22,Private,210781,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K,0
10754,43,State-gov,143939,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,>50K,1
14143,28,Private,190525,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,46,United-States,>50K,1
45021,51,Private,108435,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,40,United-States,>50K,1
23993,28,Local-gov,210945,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,60,United-States,<=50K,0
350,33,Private,117963,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
8677,25,Private,431861,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
26002,50,Federal-gov,184007,Some-college,10,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0
